QUESTION,TIME,ANSWER,LLM_ANSWER,COMPLETION_TOKENS,PROMPT_TOKENS,TOTAL_TOKENS
I want the nonfinancial commercial papers from 2023-06-02 to 2024-03-12 from fred provider,0.20094060897827148,obb_fixedincome_corporate_commercial_paper,obb_fixedincome_corporate_commercial_paper,153,1341,1494
I want AA grade commerical papers with 90 days maturity ,0.18295955657958984,obb_fixedincome_corporate_commercial_paper,obb_fixedincome_rate_dpcredit,135,1752,1887
I want secure overnight financing rate (SOFR) from 2023-08-09 to 2024-02-01 ,0.14096617698669434,obb_fixedincome_sofr,obb_fixedincome_sofr,140,1174,1314
I want SOFR with a period of 180 days from fred provider,0.15718579292297363,obb_fixedincome_sofr,obb_fixedincome_sofr,128,882,1010
I want historical price of the index ^GSPC from fmp provider,0.1570899486541748,obb_index_price_historical,obb_index_price_historical,92,672,764
I want the last 5000 daily historical price of SPX from intrino,0.1588289737701416,obb_index_price_historical,obb_equity_fundamental_historical_attributes,117,981,1098
I want the historical price of ^DJI from 2021-03-10 to 2023-04-04 from polygon provider ,0.16590189933776855,obb_index_price_historical,obb_equity_price_performance,165,1134,1299
I want historical price of the index ^N225 from yahoo finance provider,0.15716981887817383,obb_index_price_historical,obb_index_price_historical,76,730,806
I want the index constituents for dowjones from fmp provider,0.17843151092529297,obb_index_constituents,obb_index_constituents,68,614,682
I want the available indices from fmp provider,0.21475863456726074,obb_index_available,obb_index_available,78,652,730
I want global news data for financial topics from benzinga provider,0.1514754295349121,obb_news_world,obb_news_world,94,562,656
I want the last 100 global news and their full articles from benzinga provider,0.18602299690246582,obb_news_world,obb_news_world,62,606,668
I want global news data from the source bloomberg from the tiingo provider,0.1529853343963623,obb_news_world,obb_news_world,72,560,632
"I want the news related to AAPL, GOOGL, MSFT and TSLA from benzinga provider",0.14604735374450684,obb_news_company,obb_news_company,98,616,714
I want the news related to AAPL from 2024-02-01 to 2024-02-07 from intrino provider,0.21928143501281738,obb_news_company,obb_equity_market_snapshots,148,678,826
I want the headlines of news related to AAPL from benzinga provider,0.14867568016052246,obb_news_company,obb_news_company,82,584,666
I want news related to GS and DIS from fmp provider,0.1666121482849121,obb_news_company,obb_news_company,78,604,682
I want the news related to NVDA with ISIN number US0378331005 from benzinga provider,0.14997291564941406,obb_news_company,obb_news_company,88,560,648
I want the CIK of MSFT from sec provider,0.1766204833984375,obb_regulators_sec_cik_map,obb_regulators_sec_cik_map,111,1380,1491
I want information regarding blackstone real estate from sec provider,0.16055703163146973,obb_regulators_sec_institutions_search,obb_equity_profile,120,944,1064
I want the ticker symbol of the CIK 0000789019 from sec provider,1.2875142097473145,obb_regulators_sec_symbol_map,obb_regulators_sec_symbol_map,132,882,1014
I want litigation releases from sec provider,0.16421985626220703,obb_regulators_sec_rss_litigation,obb_regulators_sec_rss_litigation,165,1371,1536
I want to do SIC search of real estate investment trusts from sec provider,0.14415836334228516,obb_regulators_sec_sic_search,obb_equity_search,102,948,1050
