QUESTION,TIME,ANSWER,LLM_ANSWER,COMPLETION_TOKENS,PROMPT_TOKENS,TOTAL_TOKENS
I want the weekly discount window credit rate from fred provider,2.2273507118225098,obb_fixedincome_rate_dpcredit,obb_fixedincome_rate_dpcredit,150,1479,1629
I want the treasury constant maturity rate with 2 year maturity from fred provider ,2.6240901947021484,obb_fixedincome_spreads_tcm,obb_fixedincome_spreads_tcm_effr,117,1695,1812
I want the treasury constant maturity rate with 3 months maturity from 2023-02-1 to 2023-05-01 from fred provider ,2.212420701980591,obb_fixedincome_spreads_tcm,obb_fixedincome_spreads_tcm,108,1743,1851
I want the treasury constant maturity minus the federal funds rate bearing maturity of 10 years from fred provider,4.884629011154175,obb_fixedincome_spreads_tcm_effr,obb_fixedincome_spreads_tcm_effr,219,1614,1833
I want the treasury constant maturity minus the federal funds rate bearing maturity of 3 months from 2023-02-1 to 2023-05-01 from fred provider,3.8790383338928223,obb_fixedincome_spreads_tcm_effr,obb_fixedincome_spreads_tcm_effr,171,1662,1833
I wanted treasury bill rate for 6 months maturity from fred provider,2.3493831157684326,obb_fixedincome_spreads_treasury_effr,obb_economy_short_term_interest_rate,82,1126,1208
I want US Yield curve adjusted by inflation for 2023-07-08 from fred provider,3.6953320503234863,obb_fixedincome_government_us_yield_curve,obb_fixedincome_government_us_yield_curve,159,1371,1530
I want government treasury rates from fred provider,2.760930299758911,obb_fixedincome_government_treasury_rates,"obb_fixedincome_government_treasury_rates, obb_fixedincome_government_treasury_rates_federal",129,1608,1737
I want government treasury rates from 2022-06-02 to 2024-03-10 from fmp provider,4.80847430229187,obb_fixedincome_government_treasury_rates,"obb_fixedincome_government_treasury_rates, obb_fixedincome_government_treasury_rates_federal",183,1551,1734
I want the Bofa US corporate bond indices with index type yield to worst from fred provider,4.192889928817749,obb_fixedincome_corporate_ice_bofa,obb_fixedincome_corporate_ice_bofa,174,1326,1500
I want AAA Bofa US corporate bonds from area asia including the options ,4.701378107070923,obb_fixedincome_corporate_ice_bofa,obb_fixedincome_corporate_ice_bofa,159,1623,1782
I want crossover ICE Bofa US corporate bonds in USD category ,4.206422567367554,obb_fixedincome_corporate_ice_bofa,obb_fixedincome_corporate_ice_bofa,156,1428,1584
I want Moody corporate Bond Index with BAA index type from fred provider,0,obb_fixedincome_corporate_moody,,0,0,0
I want Moody corporate Bond Index with AAA index type and treasury spread from 2023-06-02 to 2024-03-12 from fred provider,4.382951259613037,obb_fixedincome_corporate_moody,obb_fixedincome_corporate_moody,246,1986,2232
I want High quality market corporate bond with par yield curve from fred provider,3.8800909519195557,obb_fixedincome_corporate_hqm,obb_fixedincome_rate_iorb,144,1713,1857
I want HQM corporate bond for the date 2023-08-01 ,3.7007946968078613,obb_fixedincome_corporate_hqm,obb_fixedincome_corporate_hqm,168,1665,1833
"I want spot rates with maturity 10, 20, 30 and 50 years from fred provider",4.8967554569244385,obb_fixedincome_corporate_spot_rates,"obb_fixedincome_rate_effr_federal, obb_fixedincome_rate_effr",183,2034,2217
"I want spot rates with par yield category and maturity 10, 20, 30 and 50 years from fred provider",6.063687324523926,obb_fixedincome_corporate_spot_rates,obb_fixedincome_rate_effr_forecast,237,1647,1884
I want the commercial paper with overnight maturity from fred provider,2.6398890018463135,obb_fixedincome_corporate_commercial_paper,obb_fixedincome_sofr,72,1114,1186
I want the asset backed category commerical papers with maturity of 15 days from fred provider,3.2809648513793945,obb_fixedincome_corporate_commercial_paper,obb_fixedincome_corporate_commercial_paper,117,1803,1920
I want the nonfinancial commercial papers from 2023-06-02 to 2024-03-12 from fred provider,3.374558448791504,obb_fixedincome_corporate_commercial_paper,obb_fixedincome_corporate_commercial_paper,153,1341,1494
I want AA grade commerical papers with 90 days maturity ,3.7813949584960938,obb_fixedincome_corporate_commercial_paper,obb_fixedincome_rate_dpcredit,135,1752,1887
I want secure overnight financing rate (SOFR) from 2023-08-09 to 2024-02-01 ,2.8649299144744873,obb_fixedincome_sofr,obb_fixedincome_sofr,140,1174,1314
I want SOFR with a period of 180 days from fred provider,2.9688408374786377,obb_fixedincome_sofr,obb_fixedincome_sofr,128,882,1010
I want historical price of the index ^GSPC from fmp provider,3.377704620361328,obb_index_price_historical,obb_index_price_historical,92,672,764
I want the last 5000 daily historical price of SPX from intrino,2.8072421550750732,obb_index_price_historical,obb_equity_fundamental_historical_attributes,117,981,1098
I want the historical price of ^DJI from 2021-03-10 to 2023-04-04 from polygon provider ,3.728969097137451,obb_index_price_historical,obb_equity_price_performance,165,1134,1299
I want historical price of the index ^N225 from yahoo finance provider,2.308638334274292,obb_index_price_historical,obb_index_price_historical,76,730,806
I want the index constituents for dowjones from fmp provider,2.3026061058044434,obb_index_constituents,obb_index_constituents,68,614,682
I want the available indices from fmp provider,4.693379640579224,obb_index_available,obb_index_available,78,652,730
I want global news data for financial topics from benzinga provider,2.6732711791992188,obb_news_world,obb_news_world,94,562,656
I want the last 100 global news and their full articles from benzinga provider,2.3930351734161377,obb_news_world,obb_news_world,62,606,668
I want global news data from the source bloomberg from the tiingo provider,2.3028576374053955,obb_news_world,obb_news_world,72,560,632
"I want the news related to AAPL, GOOGL, MSFT and TSLA from benzinga provider",2.246023416519165,obb_news_company,obb_news_company,98,616,714
I want the news related to AAPL from 2024-02-01 to 2024-02-07 from intrino provider,3.4387714862823486,obb_news_company,obb_equity_market_snapshots,148,678,826
I want the headlines of news related to AAPL from benzinga provider,3.210947275161743,obb_news_company,obb_news_company,82,584,666
I want news related to GS and DIS from fmp provider,2.144641637802124,obb_news_company,obb_news_company,78,604,682
I want the news related to NVDA with ISIN number US0378331005 from benzinga provider,2.3668875694274902,obb_news_company,obb_news_company,88,560,648
I want the CIK of MSFT from sec provider,3.181400775909424,obb_regulators_sec_cik_map,obb_regulators_sec_cik_map,111,1380,1491
I want information regarding blackstone real estate from sec provider,3.4806127548217773,obb_regulators_sec_institutions_search,obb_equity_profile,120,944,1064
I want the ticker symbol of the CIK 0000789019 from sec provider,6.01697039604187,obb_regulators_sec_symbol_map,obb_regulators_sec_symbol_map,147,900,1047
I want litigation releases from sec provider,4.000082015991211,obb_regulators_sec_rss_litigation,obb_regulators_sec_rss_litigation,165,1371,1536
I want to do SIC search of real estate investment trusts from sec provider,3.0598626136779785,obb_regulators_sec_sic_search,obb_equity_search,102,948,1050
